nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
James Young,65,Água Branca,PB,93083837607,87850588474020,Valido,Valido
Linda Brown,34,Abreu E Lima,PE,67768295005,53919021847093,Valido,Valido
Joshua Adams,82,Acauã,PI,20972024204,01731848623800,Valido,Valido
Kathryn Fowler,20,Abatiá,PR,75668644324,15547907745490,Valido,Valido
Brittany Shepherd,77,Angra Dos Reis,RJ,79546144924,67174198101207,Valido,Valido
Michael Vazquez,57,Acari,RN,38875310513,57951595126360,Valido,Valido
John Alexander,41,Alta Floresta D'oeste,RO,39892779606,14697969940898,Valido,Valido
Kimberly Sullivan,48,Amajari,RR,58175439580,36671828987711,Valido,Valido
Devin Lee,79,Aceguá,RS,76303651798,81541370933720,Valido,Valido
Kenneth Castillo,31,Abdon Batista,SC,05318100970,27989079546907,Valido,Valido
Peter Munoz,41,Amparo De São Francisco,SE,79704089317,04307273898980,Valido,Valido
David Ferguson,87,Adamantina,SP,27505359134,63481742225106,Valido,Valido
David Hansen,47,Abreulândia,TO,43353626093,23263231067506,Valido,Valido
Angelica Levine,47,Acrelândia,AC,41455154717,36326897043242,Valido,Valido
Antonio Davis,74,Água Branca,AL,28318674367,02541481811907,Valido,Valido
Steven Schmidt,34,Alvarães,AM,52271651492,51599520451880,Valido,Valido
James Williams,89,Serra Do Navio,AP,69213870701,52748449968351,Valido,Valido
Courtney Daniels,89,Abaíra,BA,31457975491,61980769216976,Valido,Valido
Allen Paul,76,Abaiara,CE,64563176222,91028333398951,Valido,Valido
Mitchell Nelson,44,Brasília,DF,46976837736,65108102356005,Valido,Valido
Lisa Hernandez,48,Afonso Cláudio,ES,45604401072,76201842454441,Valido,Valido
Victoria Gonzalez,56,Abadia De Goiás,GO,53032255694,47740564231100,Valido,Valido
Phyllis Bailey,70,Açailândia,MA,52128984556,44820667038936,Valido,Valido
George Young,69,Abadia Dos Dourados,MG,49471857830,27996835142905,Valido,Valido
Brandon Landry,34,Água Clara,MS,39881998182,13983824201664,Valido,Valido
Rhonda Foster,37,Acorizal,MT,81827384158,52999547698046,Valido,Valido
Jonathan Clark,49,Abaetetuba,PA,78669210916,28400648450455,Valido,Valido
Amy Martin,41,Água Branca,PB,54770025734,35592089035911,Valido,Valido
Sara Burton,69,Abreu E Lima,PE,88479427990,37201974254323,Valido,Valido
Michelle Clark,68,Acauã,PI,24794103310,65635369381403,Valido,Valido
Brian Holland,68,Abatiá,PR,51877910600,62130849319621,Valido,Valido
Michael Morgan,44,Angra Dos Reis,RJ,75707176195,51289246455597,Valido,Valido
Angela Ray,47,Acari,RN,11388961105,69279237288072,Valido,Valido
David Nelson,26,Alta Floresta D'oeste,RO,09775489881,21728359898652,Valido,Valido
Cassandra Drake,46,Amajari,RR,20656032162,35335913027181,Valido,Valido
Rachel Ramirez,47,Aceguá,RS,45575923096,47336174901077,Valido,Valido
Joshua Martin,40,Abdon Batista,SC,36085673213,26554954223783,Valido,Valido
Felicia Robles,64,Amparo De São Francisco,SE,79850596791,58409823116960,Valido,Valido
Ariana Hicks,58,Adamantina,SP,02724084926,94553388807224,Valido,Valido
Melissa Hayes,57,Abreulândia,TO,99592828644,08288210099755,Valido,Valido
Vanessa Cook,34,Acrelândia,AC,95384353970,07717195410979,Valido,Valido
Aaron Horn,83,Água Branca,AL,53233480202,43760196742105,Valido,Valido
Michael Baker,54,Alvarães,AM,64852556059,13871338165836,Valido,Valido
Derek Peters,76,Serra Do Navio,AP,86813289640,83847418128634,Valido,Valido
Nancy Stevenson,39,Abaíra,BA,47960503613,00445321219983,Valido,Valido
Christine Griffith,51,Abaiara,CE,76057119304,60968406643435,Valido,Valido
Melissa Davis,46,Brasília,DF,33078772403,08386727480430,Valido,Valido
Meghan Franklin,26,Afonso Cláudio,ES,88671644731,82058545462753,Valido,Valido
Molly Simpson,29,Abadia De Goiás,GO,97581028933,41533584364697,Valido,Valido
Ashley Baker,73,Açailândia,MA,79114212773,17886208596217,Valido,Valido
Bryan Perez,19,Abadia Dos Dourados,MG,81283365332,06853484922917,Valido,Valido
Robert Barrera,77,Água Clara,MS,98900126938,69080064124384,Valido,Valido
Misty Lawson,24,Acorizal,MT,80818320176,10107782379182,Valido,Valido
Anthony Johnson,61,Abaetetuba,PA,06458361092,61024428648126,Valido,Valido
Barbara Walter,73,Água Branca,PB,98606517445,67698286322646,Valido,Valido
Elizabeth Harrison,41,Abreu E Lima,PE,46441610809,21917539446609,Valido,Valido
Wendy Dunn,75,Acauã,PI,74552062409,72012490174147,Valido,Valido
Kelly Solis,80,Abatiá,PR,25246088081,04100735870398,Valido,Valido
Jason Sosa,34,Angra Dos Reis,RJ,48583478503,34329204992012,Valido,Valido
Adam Haynes,40,Acari,RN,99956799491,53516429386882,Valido,Valido
Nicholas Patel,20,Alta Floresta D'oeste,RO,45293987909,90384400349613,Valido,Valido
James Donaldson,84,Amajari,RR,60718875850,20130096656015,Valido,Valido
Lauren Howard,25,Aceguá,RS,32917474530,10201100403250,Valido,Valido
Nancy Conrad,60,Abdon Batista,SC,53888686563,49028257863858,Valido,Valido
Gina Lawrence,90,Amparo De São Francisco,SE,48319804981,95793500104266,Valido,Valido
Steven Lyons,66,Adamantina,SP,99837837381,05529280623116,Valido,Valido
Mary Jones,49,Abreulândia,TO,39277814012,86509881579836,Valido,Valido
Robert Franklin,79,Acrelândia,AC,07215830160,86808782115000,Valido,Valido
Molly Espinoza,46,Água Branca,AL,31522579109,89890660230528,Valido,Valido
Brandi Watkins,25,Alvarães,AM,30836500601,86369645369891,Valido,Valido
Logan Larsen,56,Serra Do Navio,AP,64871247104,83409368915079,Valido,Valido
Stephanie Fischer,80,Abaíra,BA,64271037176,26461748875203,Valido,Valido
Robert Dixon,57,Abaiara,CE,39873221956,84297392456676,Valido,Valido
Jeremiah Carlson,41,Brasília,DF,71425650988,99621829629182,Valido,Valido
Jill Phelps,58,Afonso Cláudio,ES,56383124390,42244852949760,Valido,Valido
Dale Jones,69,Abadia De Goiás,GO,49516258069,20703218817043,Valido,Valido
Joshua Buck,24,Açailândia,MA,07326035520,03583236770897,Valido,Valido
Jody Smith,34,Abadia Dos Dourados,MG,95422464478,08094461815658,Valido,Valido
Angela Cross,57,Água Clara,MS,06025128596,88359756159287,Valido,Valido
Dana Smith,82,Acorizal,MT,98698201822,38076983935405,Valido,Valido
Alexander English,41,Abaetetuba,PA,11279042648,82712388018750,Valido,Valido
Christian Ramirez,38,Água Branca,PB,35747301365,42362595764710,Valido,Valido
John Reese,49,Abreu E Lima,PE,87886927109,22237183496479,Valido,Valido
Patricia Carr,28,Acauã,PI,33027350730,70270593594040,Valido,Valido
Melissa Weiss,33,Abatiá,PR,46136259044,97141559986702,Valido,Valido
Tracey Garner,70,Angra Dos Reis,RJ,98147121598,55488333536281,Valido,Valido
Chad Bell,23,Acari,RN,83524291597,44568728837715,Valido,Valido
Aaron Wright,25,Alta Floresta D'oeste,RO,39119719400,42738305134346,Valido,Valido
Duane Torres,48,Amajari,RR,84675015379,35103686516100,Valido,Valido
Shawn Washington,60,Aceguá,RS,27620192140,15287333833082,Valido,Valido
Micheal Jones,40,Abdon Batista,SC,07834047272,66912078504822,Valido,Valido
Robin Franklin,18,Amparo De São Francisco,SE,83015865595,58765959793254,Valido,Valido
Brandon Smith,32,Adamantina,SP,62951017987,23468714110302,Valido,Valido
James Benitez,82,Abreulândia,TO,85644665119,47390109615019,Valido,Valido
Brian Chambers,27,Acrelândia,AC,90798470208,58728467688312,Valido,Valido
Bradley Diaz,72,Água Branca,AL,85865248910,90965589796065,Valido,Valido
Allison Francis,25,Alvarães,AM,68355376390,92662645945382,Valido,Valido
Brittany Brooks,20,Serra Do Navio,AP,27155460338,70406862332105,Valido,Valido
Matthew Ingram,66,Abaíra,BA,90547008740,80136421326100,Valido,Valido
James Compton,21,Abaiara,CE,28701887068,07605011401483,Valido,Valido
Melissa Friedman,69,Brasília,DF,61489218041,89470267619105,Valido,Valido
Judith Wright,33,Afonso Cláudio,ES,97158853144,73450129083283,Valido,Valido
Anthony Torres,73,Abadia De Goiás,GO,33843560803,02733807308295,Valido,Valido
Christopher Hansen,51,Açailândia,MA,35265607145,76754717838011,Valido,Valido
Cynthia Miller,24,Abadia Dos Dourados,MG,19851555401,92857892865578,Valido,Valido
Judy Ortiz,30,Água Clara,MS,89402472720,94895665848390,Valido,Valido
Haley Greene,87,Acorizal,MT,49573432927,24199084415815,Valido,Valido
Kyle Rogers,56,Abaetetuba,PA,26193837906,94087132751540,Valido,Valido
Scott Smith,66,Água Branca,PB,09464018887,37747915848573,Valido,Valido
Kristin Brown,29,Abreu E Lima,PE,31736355660,00627044256027,Valido,Valido
Michelle Galloway,41,Acauã,PI,64681747831,45099931144048,Valido,Valido
Michael Burns,65,Abatiá,PR,41748770845,63035341886609,Valido,Valido
Krystal Fields,21,Angra Dos Reis,RJ,67888336728,53718031606020,Valido,Valido
Shannon Dillon,45,Acari,RN,41696857929,10195375530093,Valido,Valido
Kendra Hernandez,45,Alta Floresta D'oeste,RO,94867652512,25694484315130,Valido,Valido
Christina Olsen,29,Amajari,RR,82876307707,44226503395907,Valido,Valido
Gregory Hayes,61,Aceguá,RS,84700511648,24657718875241,Valido,Valido
Terrence Cobb,53,Abdon Batista,SC,97417093744,04746423100089,Valido,Valido
Danny Barker,26,Amparo De São Francisco,SE,13530021954,33924163249487,Valido,Valido
Adam Hickman,84,Adamantina,SP,80720564417,65167356335773,Valido,Valido
Joseph Wolfe,33,Abreulândia,TO,78552348705,23988404339731,Valido,Valido
Julie Hoffman,60,Acrelândia,AC,60262199947,91524656187218,Valido,Valido
Anita Nguyen,59,Água Branca,AL,32408678501,11513525385421,Valido,Valido
Victoria Perez,86,Alvarães,AM,66569545531,55778089347995,Valido,Valido
Heather Murray,72,Serra Do Navio,AP,04252765897,66486993824385,Valido,Valido
David Potter,62,Abaíra,BA,66494219365,01660909630230,Valido,Valido
Christopher Jackson,59,Abaiara,CE,49472948251,30313445800121,Valido,Valido
Erika Campbell,61,Brasília,DF,65690872903,09454480336559,Valido,Valido
Morgan Brooks,59,Afonso Cláudio,ES,44373872872,21851598459197,Valido,Valido
Mark Wright,43,Abadia De Goiás,GO,96548394232,91846751413343,Valido,Valido
Danielle Robinson,19,Açailândia,MA,02050671580,71346106053986,Valido,Valido
Paula Flowers,89,Abadia Dos Dourados,MG,22818756448,01979424137248,Valido,Valido
John Rice,36,Água Clara,MS,09320436312,02764974286550,Valido,Valido
Joseph Erickson,58,Acorizal,MT,39801305339,11445005328700,Valido,Valido
Sharon Church,64,Abaetetuba,PA,47908450520,83753312279700,Valido,Valido
Paul Lane,60,Água Branca,PB,65147055029,68616337900740,Valido,Valido
Chase Cooper,66,Abreu E Lima,PE,17944949106,27066238284778,Valido,Valido
Anthony Sloan,61,Acauã,PI,75278452013,16413558781793,Valido,Valido
Wanda Roth,37,Abatiá,PR,08167713326,59859622211911,Valido,Valido
Vanessa Carrillo,82,Angra Dos Reis,RJ,20981808530,36835601408756,Valido,Valido
Travis Paul,83,Acari,RN,39324357530,83118635770069,Valido,Valido
Logan Rios,79,Alta Floresta D'oeste,RO,56256857208,98575346445238,Valido,Valido
Ricardo Gibbs,40,Amajari,RR,68804105100,63390079224669,Valido,Valido
Richard Velez,54,Aceguá,RS,57195093565,89332096215804,Valido,Valido
Lisa Taylor,71,Abdon Batista,SC,06934321871,41629859156311,Valido,Valido
Brandy Weaver,35,Amparo De São Francisco,SE,29242215600,60710332115762,Valido,Valido
Jessica Rosario,52,Adamantina,SP,42260829317,54047976351529,Valido,Valido
Suzanne Bowman,40,Abreulândia,TO,69329292445,06578997195720,Valido,Valido
Kevin Mullen,21,Acrelândia,AC,64277125786,14650166657973,Valido,Valido
Pamela Wood,63,Água Branca,AL,25924130819,01089088915147,Valido,Valido
Zachary Peters,76,Alvarães,AM,77638097289,57736346211626,Valido,Valido
Brandon Rodriguez,62,Serra Do Navio,AP,99474145156,41166279265380,Valido,Valido
Rickey Valencia,36,Abaíra,BA,23186024765,19467634779915,Valido,Valido
Paul King,29,Abaiara,CE,57089689905,79422029401884,Valido,Valido
Kathleen Mays,75,Brasília,DF,41067946675,99752652948330,Valido,Valido
Brandy Bradford,35,Afonso Cláudio,ES,48165044788,81997349293068,Valido,Valido
Maria Benton,36,Abadia De Goiás,GO,65355852122,49480024027899,Valido,Valido
Heather Lee,70,Açailândia,MA,45477716932,70414162621180,Valido,Valido
Danielle Osborne,37,Abadia Dos Dourados,MG,58403508697,41324974759597,Valido,Valido
Michael Perry,25,Água Clara,MS,56415053159,59689986911986,Valido,Valido
Brittney Lowery,36,Acorizal,MT,20874275342,96498634955756,Valido,Valido
Lori Richardson,84,Abaetetuba,PA,77826922887,49140587895872,Valido,Valido
Laura Williams,53,Água Branca,PB,42206487632,85005177548228,Valido,Valido
Todd James,27,Abreu E Lima,PE,03652408691,46437378139075,Valido,Valido
Lisa Holder,66,Acauã,PI,28773202436,68996960303173,Valido,Valido
Timothy Hatfield,77,Abatiá,PR,28107878671,67149934506846,Valido,Valido
Steven Santana,19,Angra Dos Reis,RJ,11662643519,60571895981384,Valido,Valido
Joseph Stephens,21,Acari,RN,05431884859,73121240967019,Valido,Valido
Tonya Soto,77,Alta Floresta D'oeste,RO,54555068548,91072644823392,Valido,Valido
Tyler Johnson,77,Amajari,RR,21079375759,75228020264447,Valido,Valido
Sarah Hill,73,Aceguá,RS,01714848000,97574198132306,Valido,Valido
Victor Rice,33,Abdon Batista,SC,72548113680,43674498187310,Valido,Valido
Robert Robinson,70,Amparo De São Francisco,SE,12245792750,51976372568047,Valido,Valido
David Riley,55,Adamantina,SP,07063836307,73344298590688,Valido,Valido
Sierra Brooks,72,Abreulândia,TO,48375911917,32526515050059,Valido,Valido
James Andrade,88,Acrelândia,AC,19874494107,42319951818740,Valido,Valido
Eric Lee,45,Água Branca,AL,50923469494,22310618072426,Valido,Valido
Mario Johnson,29,Alvarães,AM,45660089755,55354769782050,Valido,Valido
Veronica Chen,47,Serra Do Navio,AP,41644529270,32694328012905,Valido,Valido
Jennifer Hill,68,Abaíra,BA,97079373271,92287796886709,Valido,Valido
Joseph Woods,79,Abaiara,CE,51594140880,93053371645598,Valido,Valido
Lisa Smith,72,Brasília,DF,66073213484,22996448528209,Valido,Valido
Luis Hammond,53,Afonso Cláudio,ES,16040998792,73663826170964,Valido,Valido
Leah Allen,19,Abadia De Goiás,GO,92735200736,27478547091795,Valido,Valido
Christopher Avery,51,Açailândia,MA,58596668616,87418870219785,Valido,Valido
Bradley Freeman,76,Abadia Dos Dourados,MG,88424398351,57560344940701,Valido,Valido
Michael Edwards,35,Água Clara,MS,91270787446,52365831015940,Valido,Valido
Jason Jenkins,53,Acorizal,MT,32052095403,54018276545386,Valido,Valido
Dwayne Santiago,21,Abaetetuba,PA,49481893405,32147613480098,Valido,Valido
Ashley Ruiz,69,Água Branca,PB,92607578868,02672466266436,Valido,Valido
Kristen Osborne,36,Abreu E Lima,PE,82122704918,83547669621235,Valido,Valido
Anthony Johnson,74,Acauã,PI,41194216943,52238209190543,Valido,Valido
Jermaine Simon,67,Abatiá,PR,09333429263,73749780168670,Valido,Valido
Jessica Peterson,31,Angra Dos Reis,RJ,03623794163,10128525156500,Valido,Valido
Lori Houston,18,Acari,RN,01417509104,56078796164004,Valido,Valido
Grace Chan,70,Alta Floresta D'oeste,RO,37680067783,61707909998200,Valido,Valido
Kristine Lopez,30,Amajari,RR,67545802080,33237098707908,Valido,Valido
Veronica Phillips,69,Aceguá,RS,14358752497,97815238438870,Valido,Valido
Sarah Hernandez,58,Abdon Batista,SC,56527005806,89311901178608,Valido,Valido
John Rodriguez,37,Amparo De São Francisco,SE,04597592482,87129403189720,Valido,Valido
Mark Hebert,53,Adamantina,SP,46257364396,57372869121569,Valido,Valido
Jennifer Dyer,55,Abreulândia,TO,26439714503,55090447134987,Valido,Valido
Christina Klein,35,Acrelândia,AC,11871764190,39680720340526,Valido,Valido
Dylan Francis,73,Água Branca,AL,60998915955,07629204839976,Valido,Valido
Jacob Villanueva,63,Alvarães,AM,54061831178,17946202204802,Valido,Valido
Adam Jimenez,30,Serra Do Navio,AP,89859643482,17738200148561,Valido,Valido
Cody Allen,74,Abaíra,BA,86358134485,42785366568950,Valido,Valido
Patricia James,39,Abaiara,CE,03079977580,61999424394129,Valido,Valido
Margaret Wyatt,83,Brasília,DF,43547991544,63053169584520,Valido,Valido
Maria Young,25,Afonso Cláudio,ES,20484849646,00089384439391,Valido,Valido
Michael Cohen,59,Abadia De Goiás,GO,83742550306,57256972363636,Valido,Valido
Olivia Delacruz,59,Açailândia,MA,33643645163,92110146441155,Valido,Valido
Karen Manning,89,Abadia Dos Dourados,MG,87408613765,90983137304901,Valido,Valido
Cheryl Miller,21,Água Clara,MS,10356980723,18087090906199,Valido,Valido
Lindsay Hodge,46,Acorizal,MT,14680921382,97456463530241,Valido,Valido
Angel Boyle,66,Abaetetuba,PA,50487413822,16556389306783,Valido,Valido
Steven King,50,Água Branca,PB,25383170103,53146325115390,Valido,Valido
Carrie Simmons,34,Abreu E Lima,PE,13434894071,73485337007546,Valido,Valido
Nicole Morris,81,Acauã,PI,71940326001,17447891748223,Valido,Valido
Ricky Sherman,86,Abatiá,PR,96535068544,83609455397770,Valido,Valido
Jennifer Smith,58,Angra Dos Reis,RJ,03125270634,77291119359479,Valido,Valido
Earl Case,47,Acari,RN,09076185611,41036631788462,Valido,Valido
James Reeves,48,Alta Floresta D'oeste,RO,31366726588,31709040626048,Valido,Valido
Sarah Owen,80,Amajari,RR,19532457909,08612052390328,Valido,Valido
Jose Atkinson,90,Aceguá,RS,72460564406,75345998102596,Valido,Valido
Robert Davis,62,Abdon Batista,SC,30187704040,94841711115460,Valido,Valido
Scott Mosley,27,Amparo De São Francisco,SE,64937402153,30467902094408,Valido,Valido
Marissa Jones,61,Adamantina,SP,69462000204,11732381896750,Valido,Valido
Anthony Moore,18,Abreulândia,TO,61507142501,38547982071987,Valido,Valido
Kenneth Lee,34,Acrelândia,AC,00846921707,74648612366967,Valido,Valido
Tiffany Clay,43,Água Branca,AL,09420188698,60902493078615,Valido,Valido
Rick Carpenter,24,Alvarães,AM,91071354167,77723034705930,Valido,Valido
Kyle Ortiz,81,Serra Do Navio,AP,16656771718,25580288234568,Valido,Valido
Christopher Conrad,51,Abaíra,BA,55895034691,05897277020701,Valido,Valido
Joseph Harris,49,Abaiara,CE,70987122720,18228996517104,Valido,Valido
Christopher Williams,87,Brasília,DF,92934028402,65466749342130,Valido,Valido
Gary Johnson,44,Afonso Cláudio,ES,65066614028,96596888386664,Valido,Valido
Erik Long,25,Abadia De Goiás,GO,02460652062,79207116131412,Valido,Valido
Brandon Madden,46,Açailândia,MA,00929356721,95002193472648,Valido,Valido
Yvonne Lee,70,Abadia Dos Dourados,MG,71123792615,83060021930372,Valido,Valido
Jonathan Saunders,45,Água Clara,MS,07308910890,94612181284590,Valido,Valido
Jason Burton,88,Acorizal,MT,26953820730,88542838963738,Valido,Valido
Jason Turner,45,Abaetetuba,PA,40163516340,07726102247532,Valido,Valido
Brandon Lewis,30,Água Branca,PB,87656861521,15817755345301,Valido,Valido
Shelly Summers,76,Abreu E Lima,PE,45744688072,53353631215785,Valido,Valido
Crystal Thomas,46,Acauã,PI,41676962310,00502375900576,Valido,Valido
James Bell,35,Abatiá,PR,40689116810,41813031262186,Valido,Valido
Michael Howard,75,Angra Dos Reis,RJ,68674733697,68292954465380,Valido,Valido
Donald Henderson,40,Acari,RN,89738224896,49604579901902,Valido,Valido
Robert Young,77,Alta Floresta D'oeste,RO,22163919641,42027369153635,Valido,Valido
Kristin Keith,56,Amajari,RR,72487911999,21469713185608,Valido,Valido
Colleen Williams,63,Aceguá,RS,69057188902,21780683572854,Valido,Valido
Melissa Hammond,23,Abdon Batista,SC,21414985622,03404330556406,Valido,Valido
Tyler Rogers,69,Amparo De São Francisco,SE,42669982794,24368835720844,Valido,Valido
Kaitlyn Hill,84,Adamantina,SP,46738427310,20351415341534,Valido,Valido
Christopher Hill,69,Abreulândia,TO,04817822066,93784809337013,Valido,Valido
Ashley Wise,18,Acrelândia,AC,76464716905,40245349330248,Valido,Valido
Emily Jones,20,Água Branca,AL,15375681080,06746505493514,Valido,Valido
Stacy Campbell,21,Alvarães,AM,52621887880,91073129954260,Valido,Valido
